Id,MSSubClass,MSZoning,LotArea,Street,Alley,Utilities,LotConfig,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,RoofMatl,Exterior1st,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageCars,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,Fence,MiscFeature,MiscVal,SaleType,SalePrice
259,60,RL,12435,Pave,NA,AllPub,Inside,1Fam,2Story,7,5,2001,Gable,CompShg,VinylSd,BrkFace,172,Gd,TA,PConc,Gd,TA,963,GasA,Ex,Y,SBrkr,963,829,1792,0,0,2,1,3,1,Gd,7,Typ,1,Attchd,2,Y,0,96,0,245,0,NA,NA,0,WD,231500
260,20,RM,12702,Pave,NA,AllPub,Inside,1Fam,1Story,5,5,1956,Gable,CompShg,BrkFace,None,0,TA,TA,PConc,NA,NA,0,GasA,Gd,Y,FuseA,882,0,882,0,0,1,0,2,1,TA,4,Typ,0,Detchd,1,Y,0,45,0,0,0,NA,NA,0,WD,97000
261,80,RL,19296,Pave,NA,AllPub,Corner,1Fam,SLvl,6,5,1962,Gable,CompShg,Wd Sdng,BrkFace,399,TA,TA,CBlock,TA,TA,1362,GasA,TA,Y,SBrkr,1382,0,1382,1,0,1,0,3,1,TA,6,Typ,1,Attchd,2,Y,0,0,252,0,0,GdWo,NA,0,WD,176000
262,60,RL,9588,Pave,NA,AllPub,Inside,1Fam,2Story,8,5,2007,Gable,CompShg,CemntBd,Stone,270,Gd,TA,PConc,Ex,TA,1482,GasA,Ex,Y,SBrkr,1482,1092,2574,0,0,2,1,3,1,Ex,10,Typ,1,BuiltIn,3,Y,0,148,0,0,0,NA,NA,0,New,276000
263,80,RL,8471,Pave,NA,AllPub,Corner,1Fam,SLvl,6,7,1977,Gable,CompShg,HdBoard,BrkFace,46,TA,TA,CBlock,Gd,Gd,506,GasA,TA,Y,SBrkr,1212,0,1212,1,0,1,0,3,1,TA,6,Typ,1,Attchd,2,Y,292,12,0,0,0,GdWo,NA,0,WD,151000
264,50,RM,5500,Pave,NA,AllPub,Corner,1Fam,1.5Fin,5,7,1929,Gable,CompShg,Wd Sdng,None,0,TA,TA,BrkTil,TA,TA,926,GasA,TA,Y,SBrkr,926,0,1316,1,0,1,0,3,1,TA,6,Typ,0,Detchd,2,Y,0,0,0,0,0,NA,NA,0,WD,130000
265,30,RM,5232,Pave,Grvl,AllPub,Inside,1Fam,1Story,5,5,1925,Gable,CompShg,Wd Sdng,None,0,TA,TA,BrkTil,Fa,TA,680,GasA,Gd,N,FuseP,764,0,764,0,0,1,0,2,1,TA,4,Typ,0,Detchd,2,N,0,0,0,0,0,NA,NA,0,WD,73000
266,20,RL,12090,Pave,NA,AllPub,Inside,1Fam,1Story,6,6,1981,Gable,CompShg,MetalSd,BrkFace,210,TA,Gd,CBlock,Gd,TA,1422,GasA,TA,Y,SBrkr,1422,0,1422,0,0,2,0,3,1,Gd,7,Typ,1,Attchd,2,Y,276,0,0,0,0,GdPrv,NA,0,WD,175500
267,60,RL,11207,Pave,NA,AllPub,FR2,1Fam,2Story,6,5,1997,Gable,CompShg,VinylSd,None,0,TA,TA,PConc,Gd,TA,802,GasA,Gd,Y,SBrkr,802,709,1511,1,0,2,1,3,1,TA,8,Typ,1,Attchd,2,Y,95,75,0,0,0,NA,NA,0,WD,185000
268,75,RL,8400,Pave,NA,AllPub,Inside,1Fam,2.5Fin,5,8,1939,Gable,CompShg,Wd Sdng,None,0,TA,TA,PConc,TA,TA,720,GasA,Ex,Y,SBrkr,1052,720,2192,0,0,2,1,4,1,Gd,8,Typ,1,Detchd,1,Y,262,24,0,0,0,NA,NA,0,WD,179500
269,30,RM,6900,Pave,NA,AllPub,Inside,1Fam,1Story,5,6,1940,Gable,CompShg,VinylSd,None,0,TA,TA,CBlock,TA,TA,740,GasA,Ex,Y,SBrkr,778,0,778,0,0,1,0,2,1,TA,4,Typ,1,Detchd,1,Y,0,25,0,0,0,NA,NA,0,WD,120500
270,20,RL,7917,Pave,NA,AllPub,Corner,1Fam,1Story,6,7,1976,Hip,CompShg,HdBoard,BrkFace,174,TA,Gd,CBlock,TA,Gd,1143,GasA,TA,Y,SBrkr,1113,0,1113,1,0,1,1,3,1,TA,6,Typ,1,Attchd,1,Y,370,30,0,0,0,GdPrv,NA,0,WD,148000
271,60,FV,10728,Pave,NA,AllPub,Inside,1Fam,2Story,8,5,2006,Gable,CompShg,VinylSd,None,0,Gd,TA,PConc,Gd,TA,1095,GasA,Gd,Y,SBrkr,1095,844,1939,0,0,2,1,3,1,Gd,8,Typ,1,Attchd,3,Y,192,51,0,0,0,NA,NA,0,New,266000
272,20,RL,39104,Pave,NA,AllPub,CulDSac,1Fam,1Story,7,7,1954,Flat,Membran,Plywood,None,0,TA,TA,CBlock,Gd,TA,1385,GasA,Ex,Y,SBrkr,1363,0,1363,1,0,1,0,2,1,TA,5,Mod,2,Attchd,2,Y,81,0,0,0,0,NA,NA,0,WD,241500
273,60,RL,11764,Pave,NA,AllPub,CulDSac,1Fam,2Story,8,7,1999,Gable,CompShg,VinylSd,BrkFace,348,Gd,TA,PConc,Gd,TA,1152,GasA,Ex,Y,SBrkr,1164,1106,2270,0,0,2,1,4,1,Gd,9,Typ,1,Attchd,3,Y,132,57,0,0,0,NA,NA,0,WD,290000
274,20,RL,9600,Pave,NA,AllPub,Inside,1Fam,1Story,6,6,1958,Hip,CompShg,Wd Sdng,BrkCmn,183,TA,TA,CBlock,TA,TA,1240,GasA,Gd,Y,SBrkr,1632,0,1632,1,0,2,0,3,1,TA,6,Min1,1,Attchd,1,Y,289,0,0,0,0,MnPrv,NA,0,WD,139000
275,20,RL,8314,Pave,NA,AllPub,Corner,1Fam,1Story,5,7,1982,Gable,CompShg,HdBoard,None,0,TA,TA,CBlock,TA,TA,816,GasA,TA,Y,SBrkr,816,0,816,0,0,1,0,2,1,TA,5,Typ,0,Attchd,1,Y,168,0,0,0,0,NA,NA,0,WD,124500
276,50,RL,7264,Pave,NA,AllPub,Inside,1Fam,1.5Fin,7,7,1925,Gable,CompShg,Wd Sdng,None,0,Gd,Gd,BrkTil,TA,TA,952,GasW,Gd,N,SBrkr,952,596,1548,0,0,2,1,3,1,Ex,5,Typ,0,Detchd,2,Y,74,0,0,0,144,NA,NA,0,WD,205000
277,20,RL,9196,Pave,NA,AllPub,Inside,1Fam,1Story,7,5,2003,Gable,CompShg,VinylSd,None,0,Gd,TA,PConc,Ex,TA,1560,GasA,Ex,Y,SBrkr,1560,0,1560,0,0,2,0,3,1,Gd,7,Typ,0,Attchd,2,Y,100,150,0,0,0,NA,NA,0,WD,201000
278,20,RL,19138,Pave,NA,AllPub,Corner,1Fam,1Story,4,5,1951,Gable,CompShg,VinylSd,None,0,TA,TA,CBlock,TA,TA,864,GasA,Ex,Y,SBrkr,864,0,864,0,0,1,0,2,1,TA,4,Typ,0,Detchd,2,Y,0,0,0,0,0,NA,NA,0,WD,141000
279,20,RL,14450,Pave,NA,AllPub,Inside,1Fam,1Story,9,5,2006,Gable,CompShg,CemntBd,BrkFace,315,Ex,TA,PConc,Ex,TA,2121,GasA,Ex,Y,SBrkr,2121,0,2121,0,0,2,1,3,1,Ex,8,Typ,1,Attchd,3,Y,124,98,0,0,142,NA,NA,0,New,415298
280,60,RL,10005,Pave,NA,AllPub,Inside,1Fam,2Story,7,5,1977,Hip,CompShg,Plywood,BrkFace,299,TA,TA,CBlock,Gd,TA,1160,GasA,Ex,Y,SBrkr,1156,866,2022,0,0,2,1,4,1,TA,8,Typ,1,Attchd,2,Y,288,117,0,0,0,NA,NA,0,WD,192000
281,60,RL,11287,Pave,NA,AllPub,Inside,1Fam,2Story,7,6,1989,Gable,CompShg,Plywood,BrkFace,340,Gd,TA,CBlock,Gd,TA,807,GasA,Gd,Y,SBrkr,1175,807,1982,0,0,2,1,3,1,Gd,7,Typ,1,Attchd,2,Y,0,84,0,196,0,NA,NA,0,WD,228500
282,20,FV,7200,Pave,Pave,AllPub,Inside,1Fam,1Story,6,5,2006,Gable,CompShg,VinylSd,Stone,68,Gd,TA,PConc,Gd,TA,1262,GasA,Gd,Y,SBrkr,1262,0,1262,0,0,2,0,2,1,Gd,5,Typ,0,Attchd,2,Y,0,120,0,0,0,NA,NA,0,New,185000
283,120,RL,5063,Pave,NA,AllPub,Inside,Twnhs,1Story,7,5,2007,Gable,CompShg,VinylSd,Stone,166,Gd,TA,PConc,Gd,TA,1314,GasA,Ex,Y,SBrkr,1314,0,1314,1,0,2,0,2,1,Gd,6,Typ,1,Attchd,2,Y,172,62,0,0,0,NA,NA,0,ConLw,207500
284,20,RL,9612,Pave,NA,AllPub,Inside,1Fam,1Story,8,5,2008,Gable,CompShg,VinylSd,Stone,72,Gd,TA,PConc,Gd,TA,1468,GasA,Ex,Y,SBrkr,1468,0,1468,0,0,2,0,3,1,Gd,6,Typ,1,Attchd,3,Y,210,150,0,0,0,NA,NA,0,New,244600
285,120,RL,8012,Pave,NA,AllPub,Inside,TwnhsE,1Story,6,5,1992,Gable,CompShg,Plywood,None,0,Gd,TA,PConc,Gd,TA,1575,GasA,Gd,Y,SBrkr,1575,0,1575,1,0,2,0,2,1,Gd,5,Typ,0,Attchd,2,Y,0,0,52,0,0,NA,NA,0,WD,179200
286,160,FV,4251,Pave,Pave,AllPub,Inside,TwnhsE,2Story,7,5,2006,Gable,CompShg,MetalSd,None,0,Gd,TA,PConc,Gd,TA,625,GasA,Ex,Y,SBrkr,625,625,1250,0,0,2,1,2,1,Gd,5,Typ,0,Detchd,2,Y,0,54,0,0,0,NA,NA,0,New,164700
287,50,RL,9786,Pave,NA,AllPub,Inside,1Fam,1.5Fin,6,7,1962,Gable,CompShg,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,912,GasA,TA,Y,SBrkr,1085,649,1734,0,0,1,1,3,1,Gd,7,Typ,1,Attchd,2,Y,0,0,0,0,128,GdPrv,NA,0,WD,159000
288,20,RL,8125,Pave,NA,AllPub,Corner,1Fam,1Story,4,4,1971,Gable,CompShg,HdBoard,None,0,TA,TA,CBlock,TA,TA,858,GasA,TA,Y,SBrkr,858,0,858,0,0,1,0,3,1,TA,5,Typ,0,NA,0,Y,0,0,0,0,0,NA,NA,0,WD,88000
289,20,RL,9819,Pave,NA,AllPub,Inside,1Fam,1Story,5,5,1967,Gable,CompShg,MetalSd,BrkFace,31,TA,Gd,CBlock,TA,TA,882,GasA,TA,Y,SBrkr,900,0,900,0,0,1,0,3,1,TA,5,Typ,0,Detchd,1,Y,0,0,0,0,0,MnPrv,NA,0,WD,122000
290,70,RL,8730,Pave,NA,AllPub,Inside,1Fam,2Story,6,7,1915,Gable,CompShg,Wd Sdng,None,0,TA,TA,BrkTil,TA,TA,698,GasA,Ex,Y,FuseA,698,698,1396,0,0,1,0,3,1,TA,7,Typ,0,Detchd,1,Y,0,0,0,0,259,NA,NA,0,WD,153575
291,60,RL,15611,Pave,NA,AllPub,Inside,1Fam,2Story,8,5,2006,Gable,CompShg,VinylSd,None,0,Gd,TA,PConc,Gd,TA,1079,GasA,Ex,Y,SBrkr,1079,840,1919,0,0,2,1,3,1,Gd,8,Typ,1,Attchd,2,Y,0,51,0,0,0,NA,NA,0,New,233230
292,190,RL,5687,Pave,Grvl,AllPub,Inside,2fmCon,2Story,5,6,1912,Gable,CompShg,VinylSd,None,0,TA,Fa,PConc,TA,Fa,780,GasA,Ex,N,SBrkr,936,780,1716,1,0,2,0,6,1,Fa,9,Typ,0,NA,0,N,0,184,0,0,0,NA,NA,0,WD,135900
293,50,RL,11409,Pave,NA,AllPub,Inside,1Fam,1.5Fin,5,4,1949,Gable,CompShg,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,768,GasA,Gd,Y,SBrkr,1148,568,1716,0,0,1,1,3,1,TA,8,Min2,1,Attchd,1,Y,0,0,0,0,160,NA,NA,0,WD,131000
294,60,RL,16659,Pave,NA,AllPub,Corner,1Fam,2Story,7,7,1977,Gable,CompShg,Plywood,BrkFace,34,TA,TA,CBlock,TA,TA,795,GasA,Fa,Y,SBrkr,1468,795,2263,1,0,2,1,3,1,Gd,9,Typ,1,Attchd,2,Y,0,250,0,0,0,NA,NA,0,WD,235000
295,20,RL,9600,Pave,NA,AllPub,Inside,1Fam,1Story,6,5,1953,Hip,CompShg,HdBoard,Stone,238,TA,TA,CBlock,TA,TA,1416,GasA,TA,Y,SBrkr,1644,0,1644,1,0,1,0,3,1,TA,7,Typ,2,Attchd,2,Y,110,0,0,0,0,NA,NA,0,WD,167000
296,80,RL,7937,Pave,NA,AllPub,CulDSac,1Fam,SLvl,6,6,1984,Gable,CompShg,HdBoard,None,0,TA,TA,CBlock,TA,TA,1003,GasA,TA,Y,SBrkr,1003,0,1003,1,0,1,0,3,1,TA,6,Typ,0,Detchd,2,Y,120,0,0,0,0,GdPrv,NA,0,WD,142500
297,50,RM,13710,Pave,NA,AllPub,Inside,1Fam,1.5Fin,5,5,1950,Gable,CompShg,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,910,GasA,TA,Y,FuseA,910,648,1558,0,0,1,1,4,1,TA,6,Typ,0,Attchd,1,Y,289,0,0,0,0,MnPrv,NA,0,WD,152000
298,60,FV,7399,Pave,Pave,AllPub,Inside,1Fam,2Story,7,5,1997,Hip,CompShg,VinylSd,BrkFace,1600,Gd,TA,PConc,Gd,TA,975,GasA,Ex,Y,SBrkr,975,975,1950,0,0,2,1,3,1,Gd,7,Typ,1,Detchd,2,Y,0,10,0,0,198,NA,NA,0,WD,239000
299,60,RL,11700,Pave,NA,AllPub,Inside,1Fam,2Story,6,6,1968,Mansard,CompShg,HdBoard,BrkFace,365,Gd,TA,CBlock,TA,TA,702,GasA,Gd,Y,SBrkr,1041,702,1743,0,1,1,2,3,1,TA,7,Typ,1,Attchd,2,Y,224,0,0,0,0,NA,NA,0,WD,175000
300,20,RL,14000,Pave,NA,AllPub,Inside,1Fam,1Story,6,8,1950,Gable,CompShg,HdBoard,None,0,TA,Gd,CBlock,TA,TA,1092,GasA,Ex,Y,SBrkr,1152,0,1152,0,1,1,0,3,1,Gd,6,Typ,1,Attchd,1,Y,0,36,0,0,0,GdPrv,NA,0,WD,158500
301,190,RL,15750,Pave,NA,AllPub,Corner,2fmCon,1Story,5,5,1953,Hip,CompShg,MetalSd,BrkFace,56,TA,TA,CBlock,TA,TA,1165,GasA,TA,Y,SBrkr,1336,0,1336,1,0,1,0,2,1,TA,5,Typ,2,Attchd,1,Y,0,0,0,0,0,NA,NA,0,WD,157000
302,60,RL,16226,Pave,NA,AllPub,Inside,1Fam,2Story,8,5,1998,Gable,CompShg,VinylSd,None,0,Gd,TA,PConc,Gd,TA,1028,GasA,Ex,Y,SBrkr,1210,1242,2452,0,0,2,1,4,1,Gd,9,Typ,1,BuiltIn,2,Y,208,50,0,0,0,NA,NA,0,WD,267000
303,20,RL,13704,Pave,NA,AllPub,Corner,1Fam,1Story,7,5,2001,Gable,CompShg,VinylSd,BrkFace,150,Gd,TA,PConc,Gd,TA,1541,GasA,Ex,Y,SBrkr,1541,0,1541,0,0,2,0,3,1,Gd,6,Typ,1,Attchd,3,Y,468,81,0,0,0,NA,NA,0,WD,205000
304,20,RL,9800,Pave,NA,AllPub,Corner,1Fam,1Story,5,7,1972,Gable,CompShg,VinylSd,None,0,TA,TA,PConc,TA,TA,894,GasA,TA,Y,SBrkr,894,0,894,1,0,1,0,3,1,TA,5,Typ,0,Attchd,2,Y,256,0,0,0,0,GdWo,NA,0,WD,149900
305,75,RM,18386,Pave,NA,AllPub,Inside,1Fam,2.5Fin,7,9,1880,Gable,CompShg,CemntBd,None,0,TA,TA,BrkTil,TA,TA,1470,GasA,Ex,Y,SBrkr,1675,1818,3493,0,0,3,0,3,1,Gd,10,Typ,1,Attchd,3,Y,302,0,0,0,0,NA,NA,0,WD,295000
306,20,RL,10386,Pave,NA,AllPub,Inside,1Fam,1Story,8,5,2004,Gable,CompShg,CemntBd,Stone,246,Gd,TA,PConc,Gd,TA,2000,GasA,Ex,Y,SBrkr,2000,0,2000,1,0,2,0,3,1,Gd,8,Typ,0,Attchd,3,Y,168,0,0,0,0,NA,NA,0,WD,305900
307,60,RL,13474,Pave,NA,AllPub,Inside,1Fam,2Story,7,5,1990,Gable,CompShg,HdBoard,BrkFace,246,Gd,TA,CBlock,Gd,TA,700,GasA,Gd,Y,SBrkr,1122,1121,2243,1,0,2,1,4,1,Gd,8,Typ,1,Attchd,3,Y,127,44,224,0,0,NA,NA,0,WD,225000
308,50,RM,7920,Pave,Grvl,AllPub,Inside,1Fam,1.5Fin,6,7,1920,Gable,CompShg,MetalSd,None,0,TA,Fa,CBlock,TA,TA,319,GasA,TA,Y,FuseA,1035,371,1406,0,0,1,0,3,1,Fa,6,Typ,0,NA,0,N,0,144,0,0,0,MnPrv,NA,0,WD,89500
309,30,RL,12342,Pave,NA,AllPub,Inside,1Fam,1Story,4,5,1940,Gable,CompShg,VinylSd,None,0,TA,TA,CBlock,TA,TA,861,GasA,Ex,Y,SBrkr,861,0,861,0,0,1,0,1,1,TA,4,Typ,0,Detchd,2,Y,158,0,0,0,0,NA,NA,0,WD,82500
310,20,RL,12378,Pave,NA,AllPub,Inside,1Fam,1Story,9,5,2003,Gable,CompShg,VinylSd,None,0,Gd,TA,PConc,Ex,TA,1896,GasA,Ex,Y,SBrkr,1944,0,1944,1,0,2,0,3,1,Ex,8,Typ,3,Attchd,3,Y,208,175,0,0,0,NA,NA,0,WD,360000
311,60,RL,7685,Pave,NA,AllPub,Inside,1Fam,2Story,6,5,1993,Gable,CompShg,HdBoard,BrkFace,112,TA,TA,PConc,Gd,TA,697,GasA,Gd,Y,SBrkr,697,804,1501,0,0,2,1,3,1,Gd,6,Typ,1,Attchd,2,Y,190,63,0,0,0,NA,NA,0,WD,165600
312,20,RL,8000,Pave,NA,AllPub,Inside,1Fam,1Story,6,6,1948,Gable,CompShg,VinylSd,None,0,TA,Gd,CBlock,TA,TA,972,GasA,Ex,Y,SBrkr,972,0,972,1,0,1,0,2,1,TA,5,Typ,1,Detchd,1,Y,0,0,0,0,0,NA,NA,0,WD,132000
313,190,RM,7800,Pave,NA,AllPub,Inside,2fmCon,1.5Fin,5,7,1939,Gable,CompShg,MetalSd,None,0,TA,TA,CBlock,Gd,TA,793,GasA,TA,Y,SBrkr,793,325,1118,1,0,1,0,3,1,TA,5,Typ,1,Detchd,2,Y,0,0,0,0,271,MnPrv,NA,0,WD,119900
314,20,RL,215245,Pave,NA,AllPub,Inside,1Fam,1Story,7,5,1965,Hip,CompShg,BrkFace,None,0,TA,TA,CBlock,Gd,TA,2136,GasW,TA,Y,SBrkr,2036,0,2036,2,0,2,0,3,1,TA,8,Typ,2,Attchd,2,Y,0,0,0,0,0,NA,NA,0,WD,375000
315,70,RM,9600,Pave,Grvl,AllPub,Inside,1Fam,2Story,7,7,1925,Gable,CompShg,Wd Sdng,None,0,TA,TA,BrkTil,TA,Gd,728,GasA,Ex,Y,SBrkr,832,809,1641,0,1,1,1,3,1,Ex,6,Typ,1,Detchd,2,Y,0,0,234,0,0,NA,NA,0,WD,178000
316,60,RL,7795,Pave,NA,AllPub,Inside,1Fam,2Story,7,5,2004,Gable,CompShg,VinylSd,None,0,Gd,TA,PConc,Gd,TA,716,GasA,Ex,Y,SBrkr,716,716,1432,1,0,2,1,3,1,Gd,6,Typ,1,Attchd,2,Y,100,51,0,0,0,NA,NA,0,WD,188500
317,60,RL,13005,Pave,NA,AllPub,Corner,1Fam,2Story,7,7,1980,Gable,CompShg,CemntBd,BrkFace,278,Gd,TA,CBlock,Gd,TA,845,GasA,TA,Y,SBrkr,1153,1200,2353,1,0,2,1,4,1,Ex,10,Typ,1,Attchd,2,Y,288,195,0,0,0,GdPrv,NA,0,WD,260000
318,60,FV,9000,Pave,NA,AllPub,Inside,1Fam,2Story,8,5,2006,Gable,CompShg,VinylSd,None,0,Gd,TA,PConc,Gd,TA,1088,GasA,Ex,Y,SBrkr,1088,871,1959,0,0,2,1,3,1,Gd,8,Typ,1,Attchd,3,Y,208,46,0,0,0,NA,NA,0,WD,270000
319,60,RL,9900,Pave,NA,AllPub,Inside,1Fam,2Story,7,5,1993,Gable,CompShg,HdBoard,BrkFace,256,Gd,TA,PConc,Gd,TA,1347,GasA,Ex,Y,SBrkr,1372,1274,2646,1,0,2,1,4,1,Gd,9,Typ,1,Attchd,3,Y,340,60,144,0,0,NA,NA,0,WD,260000
320,80,RL,14115,Pave,NA,AllPub,Inside,1Fam,SLvl,7,5,1980,Gable,CompShg,Plywood,BrkFace,225,TA,TA,CBlock,Gd,TA,1372,GasA,TA,Y,SBrkr,1472,0,1472,1,0,2,0,3,1,TA,6,Typ,2,Attchd,2,Y,233,48,0,0,0,NA,NA,0,WD,187500
321,60,RL,16259,Pave,NA,AllPub,Corner,1Fam,2Story,9,5,2006,Gable,CompShg,VinylSd,Stone,370,TA,TA,PConc,Ex,Gd,1249,GasA,Ex,Y,SBrkr,1249,1347,2596,0,0,3,1,4,1,Gd,9,Typ,0,Attchd,3,Y,240,154,0,0,0,NA,NA,0,New,342643
322,60,RL,12099,Pave,NA,AllPub,Inside,1Fam,2Story,8,5,2004,Gable,CompShg,VinylSd,BrkFace,388,Gd,TA,PConc,Ex,TA,1136,GasA,Ex,Y,SBrkr,1136,1332,2468,1,0,2,1,4,1,Gd,10,Typ,1,BuiltIn,3,Y,184,154,0,0,0,NA,NA,0,WD,354000
323,60,RL,10380,Pave,NA,AllPub,Inside,1Fam,2Story,7,5,1986,Gable,CompShg,Plywood,BrkFace,172,Gd,TA,CBlock,TA,TA,1502,GasA,Ex,Y,SBrkr,1553,1177,2730,1,0,2,1,4,1,Gd,8,Typ,1,Attchd,2,Y,201,96,0,0,0,MnPrv,NA,0,WD,301000
324,20,RM,5820,Pave,NA,AllPub,Inside,1Fam,1Story,3,8,1955,Gable,CompShg,VinylSd,None,0,TA,Gd,CBlock,TA,TA,1162,GasA,Ex,Y,SBrkr,1163,0,1163,1,0,1,0,3,1,TA,6,Typ,0,Attchd,1,Y,142,98,0,0,0,NA,NA,0,WD,126175
325,80,RL,11275,Pave,NA,AllPub,Corner,1Fam,SLvl,7,7,1967,Mansard,WdShake,Wd Sdng,BrkFace,300,Gd,Gd,CBlock,Gd,TA,710,GasA,Ex,Y,SBrkr,1898,1080,2978,0,0,2,1,5,1,Gd,11,Typ,1,BuiltIn,2,Y,240,0,0,0,0,NA,NA,0,WD,242000
326,45,RM,5000,Pave,NA,AllPub,Inside,1Fam,1.5Unf,5,6,1941,Gable,CompShg,MetalSd,None,0,TA,TA,CBlock,TA,TA,720,GasA,Po,N,FuseF,803,0,803,0,0,1,0,2,1,TA,5,Typ,0,Detchd,2,Y,0,0,244,0,0,NA,NA,0,WD,87000
327,120,RL,10846,Pave,NA,AllPub,CulDSac,TwnhsE,1Story,8,5,1993,Gable,CompShg,BrkFace,None,0,Gd,TA,PConc,Gd,TA,1719,GasA,Ex,Y,SBrkr,1719,0,1719,2,0,1,1,1,1,Gd,6,Typ,2,Attchd,2,Y,122,30,0,0,0,NA,NA,0,Con,324000
328,20,RL,11600,Pave,NA,AllPub,Inside,1Fam,1Story,6,5,1960,Hip,CompShg,Wd Sdng,BrkFace,175,TA,TA,CBlock,TA,TA,1383,GasA,TA,Y,SBrkr,1383,0,1383,0,0,1,1,3,1,TA,7,Typ,0,Attchd,1,Y,0,45,0,0,0,NA,NA,0,WD,145250
329,75,RL,11888,Pave,Pave,AllPub,Inside,1Fam,2.5Unf,6,6,1916,Gable,CompShg,Wd Sdng,None,0,TA,TA,BrkTil,TA,TA,844,GasA,Gd,N,FuseA,1445,689,2134,0,0,2,0,5,1,Gd,10,Typ,0,Detchd,2,Y,0,60,268,0,0,NA,NA,0,WD,214500
330,70,RM,6402,Pave,NA,AllPub,Corner,1Fam,2Story,5,5,1920,Gable,CompShg,Wd Sdng,None,0,TA,TA,PConc,TA,TA,596,GasA,TA,N,SBrkr,596,596,1192,0,0,1,0,3,1,TA,6,Typ,0,Detchd,1,N,0,0,137,0,0,GdWo,NA,0,WD,78000
331,90,RL,10624,Pave,NA,AllPub,Inside,Duplex,1Story,5,4,1964,Gable,CompShg,HdBoard,BrkFace,84,TA,TA,CBlock,TA,TA,1728,GasA,TA,Y,SBrkr,1728,0,1728,0,1,2,0,6,2,TA,10,Typ,0,Detchd,1,Y,155,0,0,0,0,NA,NA,0,WD,119000
332,20,RL,8176,Pave,NA,AllPub,Inside,1Fam,1Story,5,6,1958,Gable,CompShg,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,1056,GasA,Fa,Y,SBrkr,1056,0,1056,1,0,1,0,3,1,TA,6,Typ,0,Attchd,1,Y,0,0,0,0,0,NA,NA,0,WD,139000
333,20,RL,10655,Pave,NA,AllPub,Inside,1Fam,1Story,8,5,2003,Gable,CompShg,VinylSd,BrkFace,296,Gd,TA,PConc,Gd,TA,3206,GasA,Ex,Y,SBrkr,1629,0,1629,1,0,2,0,3,1,Gd,7,Typ,1,Attchd,3,Y,0,0,0,0,0,NA,NA,0,WD,284000
334,120,RM,8198,Pave,NA,AllPub,FR3,TwnhsE,1Story,7,5,2004,Gable,CompShg,VinylSd,Stone,146,Gd,TA,PConc,Gd,TA,1358,GasA,Ex,Y,SBrkr,1358,0,1358,1,0,2,0,2,1,Gd,6,Typ,1,Attchd,2,Y,192,30,0,0,0,NA,NA,0,WD,207000
335,60,RL,9042,Pave,NA,AllPub,Inside,1Fam,2Story,6,5,1998,Gable,CompShg,VinylSd,None,0,TA,TA,PConc,Gd,TA,943,GasA,Gd,Y,SBrkr,943,695,1638,1,0,2,1,3,1,TA,7,Typ,2,Attchd,2,Y,100,38,0,0,0,NA,NA,0,WD,192000
337,20,RL,14157,Pave,NA,AllPub,Corner,1Fam,1Story,9,5,2005,Hip,CompShg,VinylSd,Stone,200,Gd,TA,PConc,Ex,TA,1922,GasA,Ex,Y,SBrkr,1922,0,1922,1,0,2,0,3,1,Gd,8,Typ,1,Attchd,3,Y,178,51,0,0,0,NA,NA,0,WD,377426
338,20,RL,9135,Pave,NA,AllPub,Inside,1Fam,1Story,7,5,2002,Gable,CompShg,VinylSd,BrkFace,113,Gd,TA,PConc,Gd,TA,1536,GasA,Ex,Y,SBrkr,1536,0,1536,1,0,2,0,3,1,Gd,7,Typ,0,Attchd,2,Y,192,74,0,0,0,NA,NA,0,WD,214000
340,20,RL,12400,Pave,NA,AllPub,Inside,1Fam,1Story,6,7,1958,Hip,CompShg,Wd Sdng,BrkFace,176,TA,TA,CBlock,TA,Fa,1215,GasA,TA,Y,FuseA,1215,0,1215,0,0,1,0,3,1,TA,6,Typ,0,Attchd,1,Y,0,0,0,0,234,NA,NA,0,WD,155000
341,60,RL,14191,Pave,NA,AllPub,Inside,1Fam,2Story,8,5,2002,Gable,CompShg,VinylSd,None,0,Gd,TA,PConc,Gd,TA,967,GasA,Ex,Y,SBrkr,993,915,1908,0,0,2,1,4,1,Gd,9,Typ,0,Attchd,2,Y,135,0,0,0,0,NA,NA,0,WD,202900
